Job Title,Company,Location,Posting Date,Extract Date,Salary,Summary,JobUrl
Lead Data and BI Analyst - Regional Operations,Shopee,Singapore 118265,Posted30+ days ago,2022-05-18,,"Understand data governance processes and knowledge areas such as data quality, meta data, data security, and reference and master data management.",https://sg.indeed.com/rc/clk?jk=78dc7a7e83a7ec82&fccid=0b476c4a7add47fe&vjs=3
Data Analyst - Tinvio (Powered by Qureos x Glints),Qureos,Remote in Singapore,Posted30+ days ago,2022-05-18,,"Bonus: Technical expertise regarding data models, database design development, data mining, and segmentation.
Experience in a data-driven and analytical role.",https://sg.indeed.com/rc/clk?jk=33f675ef68b0dc7b&fccid=1f14d0072a3d2e63&vjs=3
Research Analyst,Millennium Management LLC,Singapore,Posted30+ days ago,2022-05-18,,"Gathering market data and preparing screens to track and analyze trends in stocks.
Reviewing & analyzing research materials on companies, sectors and economic…",https://sg.indeed.com/rc/clk?jk=93d09bec1180d87d&fccid=548e0909717a6ddf&vjs=3
System Analyst - Data Projects,NEXUS INNOVATE PTE. LTD.,Singapore+1 location,Posted5 days ago,2022-05-18,"$6,000 - $8,000 a month","Experience in implementing data governance processes - reference data management, data lineage, data quality rules, Teradata MDM.",https://sg.indeed.com/rc/clk?jk=aa7d17ea3c7d7221&fccid=4a975aa0b0b990e8&vjs=3
Influencer Community Data Analyst,Narrators,Remote in Singapore,Posted30+ days ago,2022-05-18,,"Partner with the Tech team to define the data roadmap for influencer campaign data.
Implement, maintain and improve data collection and tracking processes.",https://sg.indeed.com/rc/clk?jk=6115f1d4af7f2f64&fccid=52edd18759df06a5&vjs=3
Data and Process Analyst,Singtel,Singapore 239732,Posted30+ days ago,2022-05-18,,"Develop new & review existing Tableau dashboards and reports which involves datacollection, data analytics, problem solving and metric reporting.",https://sg.indeed.com/rc/clk?jk=b438e6ebaf1b24a9&fccid=a94c6bb50f118c9f&vjs=3
Data Visualization & Reporting Lead,Micron,Singapore,Posted30+ days ago,2022-05-18,,"Explore data to generate insights.
Demonstrated experience with data visualization software and techniques.
Can interpret data for others and highlight unique…",https://sg.indeed.com/rc/clk?jk=5aae212464802ac7&fccid=be240c643a8631c5&vjs=3
Data Quality Analyst (1 year contract),PwC,Singapore,Posted30+ days ago,2022-05-18,,"Gather and document data quality findings after analysing the information and documents provided by the banks.
Regulatory reporting knowledge is preferred.",https://sg.indeed.com/rc/clk?jk=49787a39a89ad032&fccid=5e964c4afc56b180&vjs=3
Business Analyst,CONSULGURU PTE. LTD.,Singapore,Posted9 days ago,2022-05-18,"$6,000 - $12,000 a month","Strong data analytical skills and able to master common data tools, i.e. excel, access;
5 + years of experience in Financial Services as Business Analyst …",https://sg.indeed.com/rc/clk?jk=3f9cf778eada880c&fccid=54864aafb2357e33&vjs=3
"First VP / VP, Data Analyst",United Overseas Bank Limited,Outram,Posted30+ days ago,2022-05-18,,"Identify data sources and provisioning of data into enterprise data platform.
Implement automation in data compilation for analysis use in management meetings.",https://sg.indeed.com/rc/clk?jk=e0f016dbb7ff0a39&fccid=b1ace17c9d00764e&vjs=3
Product Analyst - Regional,Wise,Singapore,Posted18 days ago,2022-05-18,,"You have experience with data visualisation tools (Looker, PowerBI, Tableau etc.) and demonstrate storytelling ability with data.",https://sg.indeed.com/rc/clk?jk=56156bc378164b99&fccid=0b3564a667f52b8b&vjs=3
Business Analyst - HSBC Life,HSBC,Singapore,Posted30+ days ago,2022-05-18,,Management of end to end as a project lead in Insurance key projects initiatives and demonstrate the good governance to meet exacting timescales necessary to…,https://sg.indeed.com/rc/clk?jk=06c7fc7941d3bc53&fccid=04c9b139c84ea1b5&vjs=3
"Associate, Business Analyst, Technology and Operations",DBS Bank,Singapore,Posted30+ days ago,2022-05-18,,"Collect, clean and analyse data to draw meaningful insights of the data to walk through with business stakeholders.
Analytical and with drive to solve problems.",https://sg.indeed.com/rc/clk?jk=bf8a3ffd9669bf26&fccid=cc1f9ea511d140fe&vjs=3
Regional Fulfilment Operations - SPX (Junior Analyst),Shopee,Singapore,Posted30+ days ago,2022-05-18,,"Experience with SQL and Python are preferred; geospatial data analysis skills are advantageous.
Interest to build broad capabilities in strategy, operations,…",https://sg.indeed.com/rc/clk?jk=c6f0b198412f44a2&fccid=0b476c4a7add47fe&vjs=3
Ecommerce Anti-Fraud Analyst,TikTok,Singapore,Posted30+ days ago,2022-05-18,,Strong data analysis and correlation skills with ability to work through complex and unfamiliar data sets and able to derive the characteristics of different…,https://sg.indeed.com/rc/clk?jk=484684665e1c7fe0&fccid=caed318a9335aac0&vjs=3
"Singapore Business Development - Food & Beverage, Analyst",Shopee,Singapore,Posted30 days ago,2022-05-18,,"Curate shopping collections, selecting products based on data, price point, trends etc.
Pull and analyse data for post-campaign reporting and suggest…",https://sg.indeed.com/rc/clk?jk=0caeffc5e9b4122a&fccid=0b476c4a7add47fe&vjs=3
Senior Data Analyst - Financial Services Analytics,Shopee,Singapore 118265+1 location,Posted30+ days ago,2022-05-18,,Gather business requirements from different businesses/product functions and turn them into data analytical problems.,https://sg.indeed.com/rc/clk?jk=6d47c1d359aa6a19&fccid=0b476c4a7add47fe&vjs=3
Data Scientist/Data Analyst (Office of Data and Intelligence),National University of Singapore,Temporarily Remote in Singapore 119077,Posted30+ days ago,2022-05-18,,"The successful candidate will join a team of other data analyst to engage in the following activities:
Knowledge of database, ETL and data API concepts.",https://sg.indeed.com/rc/clk?jk=5f81f649dc3c6ce0&fccid=b4c06e8a712feddf&vjs=3
Business Analyst,JN Capital & Growth Advisory Pte Ltd,Singapore,Posted30+ days ago,2022-05-18,,"We help drive Business Model Innovation, Brand Differentiation, Marketing Strategies, Talent & Leadership Development, and Fundraising to help companies become…",https://sg.indeed.com/rc/clk?jk=e90beccc6d505239&fccid=2d6151f6e63c93b1&vjs=3
Enterprise Risk Analyst,Traveloka,Singapore,Posted30+ days ago,2022-05-18,,Strong skills in data analysis/analytics as well as the ability to utilise the data for visualisation in presentations to management.,https://sg.indeed.com/rc/clk?jk=d321aad6bbcc2f27&fccid=3de05aadd53064ae&vjs=3
Sales Operations Analyst,ON Semiconductor,Singapore,Posted5 days ago,2022-05-18,,"This role ensures effective data management and accurate reporting from distributors on key business metrics.
High level of data analysis skills specifically in…",https://sg.indeed.com/rc/clk?jk=77758bae5d126537&fccid=d4119f39a40c1a12&vjs=3
"Marketing Finance Analyst, Products",Google,Singapore,Posted27 days ago,2022-05-18,,"Provide key data insights to help marketers shape new or existing campaigns, continuing to identify growth opportunities, and data-driven recommendations to…",https://sg.indeed.com/rc/clk?jk=e09d0adb5c291f7a&fccid=a5b4499d9e91a5c6&vjs=3
Risk Analyst,TikTok,Singapore,Posted30+ days ago,2022-05-18,,"Become an expert in TikTok Ads infrastructure, policies, products, tools, systems, and data;
We work closely with advertisers to create ad policies, manage…",https://sg.indeed.com/rc/clk?jk=3e1c9d7fed4575b0&fccid=caed318a9335aac0&vjs=3
Internship: Data Analyst,Handprint Tech Pte Ltd,Remote,Posted30+ days ago,2022-05-18,,"Previous experience in a data analyst/data scientist role, with network connections in the sustainable development space.",https://sg.indeed.com/rc/clk?jk=a8f7af4c45a19757&fccid=34c6489423361a12&vjs=3
Business Analyst,Titansoft Singapore,Singapore,Posted30+ days ago,2022-05-18,,"Able to do research and data collection with minimal supervision.
You know all about our users, through data analysis.
And no spark, no fire.",https://sg.indeed.com/rc/clk?jk=b17e5c8e733b4c4d&fccid=f1f38920739951b9&vjs=3
Business Research Analyst,DOCMED TECHNOLOGY PTE. LTD.,Singapore+1 location,Posted1 day ago,2022-05-18,"$4,000 - $6,000 a month","Capturing qualitative and quantitative data on customers and market segments.
Willingness to work through diverse sets of data to ultimately make informed…",https://sg.indeed.com/rc/clk?jk=1d8c9073c0131f01&fccid=dd616958bd9ddc12&vjs=3
Credit Risk Analyst,Natixis - Singapore - DBU,Singapore,Posted6 days ago,2022-05-18,,"Natixis Corporate & Investment Banking est une institution financière mondiale de premier plan qui fournit des services de conseil, de banque d'investissement,…",https://sg.indeed.com/rc/clk?jk=dd2332a163e3566c&fccid=68928fde239d7c6b&vjs=3
Incident Response (Risk) Analyst,TikTok,Singapore,Posted30+ days ago,2022-05-18,,"Become an expert in TikTok Ads infrastructure, policies, products, tools, systems, and data;
We work closely with advertisers to create ad policies, manage…",https://sg.indeed.com/rc/clk?jk=1a07404bc59072f6&fccid=caed318a9335aac0&vjs=3
Consulting Analyst,Cognizant,Singapore,Posted28 days ago,2022-05-18,,"Understand and translate business requirements into business and technology solutions.
Consult and engage with key stakeholders to provide solutions and…",https://sg.indeed.com/rc/clk?jk=f79bd9704d03bc65&fccid=2df6a1e69a70a1e7&vjs=3
Incident Response (Risk) Analyst,TikTok,Singapore,Posted30+ days ago,2022-05-18,,"Become an expert in TikTok Ads infrastructure, policies, products, tools, systems, and data;
We work closely with advertisers to create ad policies, manage…",https://sg.indeed.com/rc/clk?jk=1a07404bc59072f6&fccid=caed318a9335aac0&vjs=3
Consulting Analyst,Cognizant,Singapore,Posted28 days ago,2022-05-18,,"Understand and translate business requirements into business and technology solutions.
Consult and engage with key stakeholders to provide solutions and…",https://sg.indeed.com/rc/clk?jk=f79bd9704d03bc65&fccid=2df6a1e69a70a1e7&vjs=3
"Analyst, Credit Research",FintruX,Remote in Singapore,Posted30+ days ago,2022-05-18,,"Identify relevant data sources and vendors for data acquisition.
Work closely with the credit analysts in investigating credit and financial data, identifying…",https://sg.indeed.com/rc/clk?jk=b49bf4d46fb2aec5&fccid=0b082d9286f63dca&vjs=3
Risk Management Analyst,ORIENTAL ENERGY (SINGAPORE) INTERNATIONAL TRADING...,Singapore,Posted5 days ago,2022-05-18,"$5,000 - $10,000 a month",This role would suit a well-rounded analytics professional with strong quantitative and statistical skills with relevant industry experience.,https://sg.indeed.com/rc/clk?jk=2f4a937a9940e46d&fccid=1f727a918d10d311&vjs=3
Regional CRM & Commercial Data Analyst,Alfa Laval,Singapore,Posted28 days ago,2022-05-18,,"Additionally, your responsibilities entail supporting our sales managers with commercial data analysis and insights.
CRM regional business owner and superuser.",https://sg.indeed.com/rc/clk?jk=7f6d13359bf1f605&fccid=ec4917fdb79e20eb&vjs=3
Business Analyst,Lloyd's Register Group,Singapore,Posted23 days ago,2022-05-18,,"Facilitate in producing reliable and accurate research for projects and proposals, conduct analysis of quantitative and qualitative data.",https://sg.indeed.com/rc/clk?jk=4eebae815ddad2f4&fccid=51e6d37e31a6306f&vjs=3
Insight Support Analyst,Dynatrace,Remote in Singapore,Posted22 days ago,2022-05-18,,"You love data and finding patterns in data.
Analyze performance and availability data (both synthetic and real-user); providing clear, in-depth, and concise…",https://sg.indeed.com/rc/clk?jk=ba345b67c3eb0fd2&fccid=f540b41324bdc0f3&vjs=3
"Analyst / Associate, Capital Market Group (Aviation)",BNP Paribas,Singapore,Posted9 days ago,2022-05-18,,"It offers a wide range of financial services covering corporate & institutional banking, wealth management, asset management, insurance, as well as retail…",https://sg.indeed.com/rc/clk?jk=3c5ea8491cdb9245&fccid=1392500f835bba92&vjs=3
PMO Analyst,Accedo,Singapore,Posted5 days ago,2022-05-18,,"Experience working with project management platforms, large data sets and report generation.
The role also extends to performing data analysis and compiling…",https://sg.indeed.com/rc/clk?jk=d59de5bfe01be62a&fccid=2aeb31aaa6dbf952&vjs=3
Regional Marketplace Operations - Listing (Junior Analyst),Shopee,Singapore 118265+1 location,Posted30+ days ago,2022-05-18,,"Experience with data mining and modelling is preferred but not necessary.
Apply advanced data analytical skills using Python packages to systematically identify…",https://sg.indeed.com/rc/clk?jk=3a06a6ceef97ad85&fccid=0b476c4a7add47fe&vjs=3
Principal System Analyst (Data Science),DHL EXPRESS (SINGAPORE) PTE. LTD.,Singapore,Posted9 days ago,2022-05-18,"$7,500 - $14,000 a month","Work with data engineers and data scientists in the implementation of analytics solutions.
Act as lead for enterprise-wide data communities to support data…",https://sg.indeed.com/rc/clk?jk=082fbb0aa8eead69&fccid=5b8d10630cb111eb&vjs=3
Machine Learning & Data Analytics Intern,Ethlas (Blockchain Gaming & NFT),Remote in Singapore,Posted30+ days ago,2022-05-18,,Be the voice of reason and data driven decision making - your work will inform the critical decision making process of the Ethlas founders.,https://sg.indeed.com/rc/clk?jk=de5f6b7c99511e58&fccid=53934c1ab6e4a52c&vjs=3
Singapore Marketing (Online Marketing) Analyst,Shopee,Singapore,Posted30+ days ago,2022-05-18,,The Marketing team at Shopee is responsible for conceptualising and implementing go-to-market activities to achieve increased usage and visibility.,https://sg.indeed.com/rc/clk?jk=427d8cf1b3753f40&fccid=0b476c4a7add47fe&vjs=3
"Assistant Manager, Data Analytics & Insights (JR )",NATIONAL UNIVERSITY HEALTH SYSTEM PTE. LTD.,Queenstown,Posted4 days ago,2022-05-18,"$3,500 - $5,000 a month","Passion for data science, statistics, operations and data visualisation.
At least 3 years of relevant working experience in data analytics, statistics or data…",https://sg.indeed.com/rc/clk?jk=5ec0d8d5348572b8&fccid=9bb54f84cfdadb18&vjs=3
Techno Functional Business Analyst,Wipro Limited,Singapore,Posted12 days ago,2022-05-18,,Should have experience as a Data Analyst with good hands on experience in creating statistical data models using Python/R Program.,https://sg.indeed.com/rc/clk?jk=75e45b837abb89e1&fccid=8d25321c1defe73f&vjs=3
Pricing Analyst,Oliver Healthcare Packaging,Singapore,Posted23 days ago,2022-05-18,,"Ability to define problems, collect data, establish facts, draw valid conclusions and make independent decisions.
Adjust pricing approach and protect.",https://sg.indeed.com/company/Oliver--Tolas/jobs/Pricing-Analyst-f244bfc083b74ed9?fccid=cf6c06d13503275a&vjs=3
Data Analyst,IFUN SINGAPORE PTE.LTD.,Singapore,Posted30+ days ago,2022-05-18,,"At least 2 years of experience in data analytic field.
Experience in data analytic tools - R, SPSS, SAS, Python, and other related software.",https://sg.indeed.com/company/IFUN-SINGAPORE-PTE.LTD./jobs/Data-Analyst-1c1988f5cfaf3c59?fccid=abc147d478361ecd&vjs=3
Associate Business Analyst,Micron,Singapore,Posted30+ days ago,2022-05-18,,"Extract and categorize data for visualization.
Establish metrics, set targets, collect data and measure results.
Create and modify graphics and images.",https://sg.indeed.com/rc/clk?jk=aa7a0a69e59cfaed&fccid=be240c643a8631c5&vjs=3
